"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RECQL4",2.85581695256445,8.32917032024746,24.2133513299652,1.03411082372897e-105,9.21078014561382e-104,230.430552952125
"CYP3A4",-1.72507613431372,0.663107938609727,-24.2021899757785,1.24004659910061e-105,1.0997227112197e-103,230.249478279778
"GPRIN1",2.56330709605164,7.1366610429444,24.1781506652599,1.83344640529647e-105,1.6189647870217e-103,229.859576596718
"ADAMTS14",3.34206759943066,6.23497194615741,24.1753460126625,1.91901549244229e-105,1.68725113211042e-103,229.814095610317
"GPIHBP1",-4.04039249311092,5.4996982936352,-24.1746901881105,1.93959336998281e-105,1.69805597339606e-103,229.803460846524
"TGFBR2",-2.40390992453268,10.9790599166192,-24.1670546406674,2.19603283953171e-105,1.91437994683603e-103,229.679651084604
"SEL1L2",-1.97495259251008,0.53584073241403,-24.1564341000748,2.60999492328045e-105,2.2656083050137e-103,229.50746216467
"GIPC2",-3.26108029181162,4.53860185337813,-24.1510122319819,2.85051834201374e-105,2.46395437782673e-103,229.419568384267
"ADRB2",-3.13507362519612,5.4691185167657,-24.145623888327,3.1114899170709e-105,2.67823455634934e-103,229.332224767436
"ITGA7",-3.51510965106966,7.69924304164365,-24.1144591278566,5.16358420652534e-105,4.42599104832126e-103,228.827183563269
"SYNM",-4.21981100359497,9.70159030287745,-24.1114765865648,5.41999709717182e-105,4.62641918886091e-103,228.77886168219
"LIPE",-4.22650251928462,7.96147088056116,-24.0966126584739,6.90049885759561e-105,5.8657103567097e-103,228.53807325213
"C16orf75",2.47553478647385,7.87174728344828,24.0900243283853,7.68000227443069e-105,6.5013440741317e-103,228.43136186694
"ESCO2",2.81477498449103,6.54102615216726,24.0741283639835,9.94236923300707e-105,8.38186732952193e-103,228.173935904606
"TMC2",-2.22332527104189,1.44168107436447,-24.0511697919911,1.44341912822602e-104,1.21188050249337e-102,227.802238784781
"NCAPH",2.81886285746807,7.74142222430791,24.0429712687733,1.64890297469723e-104,1.37875209549581e-102,227.669535220717
"CCDC50",-1.31478035784191,10.3858048493325,-24.0382118708947,1.78134285268621e-104,1.48343860488332e-102,227.592505485778
"TRDN",-3.78369861547643,1.54519345676808,-24.0299393238816,2.03732910884103e-104,1.68974591593997e-102,227.458628848437
"GPR144",-3.53952511761586,0.984437124362292,-24.0087098546295,2.87526093148123e-104,2.37510465493244e-102,227.115140444012
"EBF3",-2.94409843557437,5.9821455540399,-23.9916080858167,3.79463347931845e-104,3.1219623075228e-102,226.838514203472
"RAD51",2.55491395013905,7.05244856374749,23.9890877084957,3.95298295685339e-104,3.23923235416394e-102,226.797752150854
"SCN3A",-3.81795835732835,3.50507133324268,-23.987670626548,4.04489698897721e-104,3.30134500861303e-102,226.774834345746
"LOC100133920",-1.06659172803256,0.168081516208837,-23.9872857052213,4.07023026391434e-104,3.30883877724401e-102,226.76860927427
"EZH2",2.25952428671958,8.42491843236833,23.9860809247673,4.1505509918587e-104,3.36079792961334e-102,226.749125402497
"DEPDC1B",3.03365191052117,6.29580071640175,23.9781751238211,4.71837576126893e-104,3.80553723800611e-102,226.621280195597
"SMYD1",-5.30109096040822,2.82953409395618,-23.9716243360384,5.24722934142313e-104,4.21548001130958e-102,226.515358137573
"CLEC4GP1",-2.42630079661734,0.942910408886121,-23.9640732070118,5.93072231656173e-104,4.74596786629233e-102,226.393273744282
"MAZ",1.3710873051707,12.203302848867,23.9609939588849,6.23434743686524e-104,4.96952691017981e-102,226.343493241521
"PKHD1L1",-3.85931694842247,2.58781491398803,-23.9518805412173,7.22703364719797e-104,5.73848880994177e-102,226.19617476568
"MRGPRX2",-1.73735301313516,0.511647574429602,-23.9482300960685,7.6676288078103e-104,6.06482794427806e-102,226.137170789754
"ESPL1",2.95797563447881,7.81970951946023,23.928194074202,1.06096398340228e-103,8.35958006306888e-102,225.813374636817
"FZD4",-2.39042634304367,10.028644306547,-23.9002713228992,1.66797117431514e-103,1.30919760448352e-101,225.362282119265
"CXCL2",-4.52505340725113,4.51520162436308,-23.8930731040347,1.87425312495116e-103,1.46549425640265e-101,225.246024806698
"SPAG5",2.63248573129283,9.01969516411138,23.8525836192913,3.61055061841841e-103,2.81238555014903e-101,224.592315592429
"CXorf36",-2.16550934418656,8.64747672564231,-23.8497868073015,3.7777738573732e-103,2.93149527432376e-101,224.547175077392
"ANGPTL1",-3.75415190643734,5.40829644548301,-23.816986910915,6.42346788563576e-103,4.96570426811827e-101,224.017925049981
"GNG11",-2.17932392656343,8.89646371379424,-23.804382985445,7.87637361955687e-103,6.06599210414443e-101,223.814620340921
"GPX3",-3.48469229663653,10.1163848609957,-23.8027703419195,8.08454809143132e-103,6.2029982097776e-101,223.788610726283
"ERCC6L",2.6386952039577,6.6392861445989,23.7915297169585,9.69656511503868e-103,7.41208331890606e-101,223.607333062879
"TMEM132C",-5.59406796772695,4.168403130707,-23.7866816254273,1.04874595849253e-102,7.98684375675762e-101,223.529157251028
"ANGPTL5",-2.74174739112487,1.15789193543729,-23.7848016544347,1.08112103661011e-102,8.20290576147955e-101,223.498844114907
"RAD54L",3.02536924833785,6.74850316989372,23.7580575436029,1.66598896029877e-102,1.25938929301405e-100,223.067707704713
"CDH20",-2.69230978546588,1.43629970745435,-23.7501622119797,1.89277503797931e-102,1.42556578779574e-100,222.940461762364
"MAMDC2",-3.92786860031259,6.28945260327477,-23.7130099010591,3.45007094174409e-102,2.58894334478276e-100,222.341895850776
"USP44",-2.85242922316471,2.37111228313646,-23.7115730955704,3.5310866752194e-102,2.64006721272061e-100,222.318754028792
"NMUR1",-3.16810061642745,3.32379955563834,-23.6958757139378,4.55013213029789e-102,3.38960024804664e-100,222.065957887364
"AURKB",3.43329479366916,7.01380463744806,23.6603365721712,8.07665137285103e-102,5.99486521826906e-100,221.493845647064
"CDCA3",2.90617324522279,7.32867958972383,23.6562985366798,8.62061690438115e-102,6.37552194596218e-100,221.428860575983
"LRRN4CL",-3.74029348701512,5.11134889363592,-23.6330832113897,1.25385209997428e-101,9.20660004303694e-100,221.055328521239
"HOXA4",-2.85916355764101,4.81029267009824,-23.6316399729373,1.28339269254491e-101,9.38985096409823e-100,221.032111349274
"SCN4B",-3.12523232815202,7.17112550970443,-23.6209614053121,1.5246877960647e-101,1.11155708861856e-99,220.860342695135
"OXTR",-4.29182937150995,7.30689347728175,-23.6156968465342,1.65982977495076e-101,1.20578981452628e-99,220.775670695091
"HAGHL",3.60409139489722,6.66545092224169,23.6107074435777,1.79893614875987e-101,1.30222635842738e-99,220.695430448923
"CLEC4G",-2.9175467783134,1.31109792536529,-23.5864216448984,2.66137882137783e-101,1.91975375122346e-99,220.304950843627
"SKA1",3.08392890044559,6.60333906016564,23.5799117667659,2.95589717922701e-101,2.12471963556647e-99,220.20030647543
"KL",-2.98767086237756,5.00995418395369,-23.5742888398569,3.23636721980898e-101,2.31818947080443e-99,220.109928042933
"EZH1",-1.42245686940973,9.51431480238313,-23.5571679662416,4.2648846806801e-101,3.04426576893423e-99,219.834789135386
"GDF10",-4.33483179836134,3.83879001543156,-23.5437516650934,5.29422027070891e-101,3.76588182172718e-99,219.619235035
"ANXA1",-2.59587940660281,11.3312308182448,-23.5382762186459,5.78251332066928e-101,4.09898158779346e-99,219.53127620471
"MOCS1",-1.96619690999965,8.41421904308034,-23.5254913348953,7.10504334479942e-101,5.01910061936417e-99,219.325925997613
"LHFP",-2.23466084173292,9.33319217762136,-23.4888902521355,1.28100344070328e-100,9.01808813960388e-99,218.738266983707
"FAM196B",-4.24252947082754,3.11286194193799,-23.4878560689906,1.30251021742447e-100,9.13809051854718e-99,218.721667238397
"NUAK2",2.12153193791755,7.48540146437987,23.4874728813503,1.310570221393e-100,9.16325650356892e-99,218.715516735155
"GPRASP1",-2.47330168549549,6.93516639151352,-23.4781644829862,1.52243060628639e-100,1.06083378912867e-98,218.566119963453
"ANKRD53",-2.83539219894124,3.30396098773951,-23.4771049954641,1.54861705078859e-100,1.07542267465949e-98,218.549116911746
"CCDC69",-2.80623533739635,8.61833038446526,-23.4590689902614,2.07018475548555e-100,1.43276367908368e-98,218.259711650065
"GPR109A",-3.19306230013255,5.58632652628968,-23.431592233088,3.22101983157118e-100,2.22174452086085e-98,217.818977830482
"SCN4A",-3.60977126376525,4.74797480430965,-23.4093324490668,4.60750033041151e-100,3.16742455600034e-98,217.462065356275
"SGOL1",3.17318036875537,5.82500931636334,23.3944276747058,5.85512821635076e-100,4.01164403478801e-98,217.223152964696
"CD36",-4.81317494005319,9.74149778624095,-23.3725881565915,8.3173402448728e-100,5.67963440854881e-98,216.873183703129
"BMP8A",2.45007744184928,7.59719651984048,23.3622005987368,9.82822517323761e-100,6.68907046175899e-98,216.706769965194
"METTL7A",-1.95435719875218,10.3581021229881,-23.3544471882351,1.11320539940398e-99,7.55136616297679e-98,216.582574475513
"TXNIP",-2.15456003211508,13.3346243959364,-23.3493693248736,1.20782221176683e-99,8.16615373935818e-98,216.5012446805
"OVCH2",-2.75404551918235,1.03771824047285,-23.317498949384,2.01508821759437e-99,1.35793082979073e-97,215.990942068837
"NUP210",2.03706607430804,11.0111502112799,23.3014344129171,2.60794894865779e-99,1.75168662826897e-97,215.733818286485
"KLF15",-3.59834084814283,4.94393497672912,-23.2992528117144,2.70089322370778e-99,1.80818622813325e-97,215.698905391447
"SLC7A10",-4.72950647485422,2.92853344144296,-23.2820180146678,3.56152197667632e-99,2.37659085388245e-97,215.423134175358
"ALDH1A2",-3.89148444168366,4.98209084499811,-23.2500125779043,5.95153190701451e-99,3.95854164438634e-97,214.911223345863
"DACT2",-3.94161878721066,2.63080204414952,-23.2414563156987,6.82690496609326e-99,4.52608333771478e-97,214.774415061097
"HOXA5",-3.13585865122098,4.64586308020397,-23.1715048299634,2.09475636536365e-98,1.38429609357548e-96,213.656655146757
"PRC1",2.41251237598108,9.70281978233146,23.1676645079437,2.22765940847956e-98,1.46739005280104e-96,213.595327249751
"IGSF10",-3.98712959743066,6.12685256127804,-23.1463176800571,3.13558074882902e-98,2.05883035963177e-96,213.254500047646
"DENND2A",-2.48070477183636,6.27103836326458,-23.1416758201108,3.37750289728041e-98,2.21059183238615e-96,213.180403082317
"C4orf49",-2.44399414936461,2.77097679498432,-23.1404450169228,3.44471947930039e-98,2.24740519913847e-96,213.160756994995
"KY",-4.04255193101062,3.03180845947265,-23.1273832863081,4.24585599241311e-98,2.76128907493889e-96,212.952290053534
"HAS3",-3.44998044943391,6.34270223740338,-23.1228078209022,4.56847761764324e-98,2.96170355933669e-96,212.879275610977
"PDK4",-3.94866846462037,9.33309997436457,-23.1062771210581,5.95202075036762e-98,3.84646993981171e-96,212.615527560008
"GINS1",2.28896196440026,8.067926752593,23.1059713469178,5.9812142374678e-98,3.85318097071589e-96,212.61064959703
"FOXO1",-1.97197365733617,9.14597759218984,-23.1032418296176,6.24823234684703e-98,4.0125795566617e-96,212.567107161083
"KCNA4",-2.03193717002538,0.597188301077554,-23.0708846658856,1.04844834746446e-97,6.71203526442405e-96,212.051081386062
"ABCD2",-3.79619727103398,4.08750183096463,-23.0496253128187,1.47290130396804e-97,9.3999551754172e-96,211.712191934831
"CLCA4",-3.91965573658993,1.8428660120645,-23.0056268193299,2.9753481225786e-97,1.89294974034612e-95,211.011205012815
"ITPRIPL1",-2.87171807213162,4.32808083008762,-23.005054363364,3.00268207969612e-97,1.90442554441656e-95,211.002087999953
"ENPP2",-3.12196027593167,8.95954098796104,-22.9828710970801,4.27939649709426e-97,2.70579372344052e-95,210.648861558981
"PLSCR4",-2.33517706278723,8.53754202175343,-22.9723294973295,5.0638857013776e-97,3.19196192241297e-95,210.481052649022
"MMP13",5.78551970335374,6.99689417587247,22.9520806575706,6.99623835450873e-97,4.39647051933944e-95,210.158800225943
"TRHDE",-3.697610136134,2.14577997155393,-22.9374490795674,8.83634077604925e-97,5.53156057897178e-95,209.926012777198
"HBB",-4.37807453594703,6.65631024104001,-22.9373059472281,8.856545298754e-97,5.53156057897178e-95,209.92373583502
"MMP27",-2.48973286224828,1.29613223110109,-22.9181037589365,1.2031281130059e-96,7.49157523496625e-95,209.618318324746
"GYG2",-3.48569831938871,8.02199723764634,-22.9136407885933,1.29189915160662e-96,8.01995333933733e-95,209.547347439066
"CDO1",-3.9715001495237,5.85700681731474,-22.9037293026248,1.51314670239451e-96,9.36505237016735e-95,209.389752568283
"GNAI1",-2.51690470641791,7.87079961576144,-22.8870247325501,1.97496835458523e-96,1.2186506539769e-94,209.124206125049
"ACADL",-4.57919188095184,2.81887075722365,-22.8713729609391,2.5346557970826e-96,1.55930806783886e-94,208.875464098086
"PPAP2A",-1.87291810810034,9.493481793659,-22.8340660771839,4.59285281315539e-96,2.81704139911082e-94,208.282841246638
"SDS",2.82305934470278,7.20207834472954,22.8252983980418,5.28118138814215e-96,3.22956065425314e-94,208.143620861639
"RNASEH2A",1.64729762649642,9.05659433238262,22.8106300832834,6.67076687506256e-96,4.06718244650392e-94,207.910752192297
"ADH1C",-4.86381610314485,3.63578288814484,-22.7900975414895,9.24983939683561e-96,5.62291423986867e-94,207.584883901357
"C6orf129",1.78037261469206,8.08272362672364,22.7860860961102,9.85967964550117e-96,5.97589932596855e-94,207.521232430348
"GPD1",-6.17941580492048,6.88494320599227,-22.7731661811584,1.21103621932056e-95,7.31837403805338e-94,207.316256076113
"NMT2",-2.01560154522624,8.06986564159877,-22.7698350798952,1.27695737097443e-95,7.69404373581827e-94,207.263415081497
"FAM83D",3.20473325435341,7.75993341304291,22.7663317493118,1.35015746028944e-95,8.11123921744559e-94,207.207845310314
"KCNB1",-3.86808430141372,3.20967794684906,-22.7659599479223,1.35816796709089e-95,8.13550554790176e-94,207.201948000524
"WISP1",3.25436718859085,7.39614704309909,22.7653007311984,1.37248776013217e-95,8.19731319360572e-94,207.191491959533
"C2orf88",-3.11929805075885,5.54378745159597,-22.7436494324618,1.93679646670248e-95,1.15340733769962e-93,206.848140327761
"CLDND2",-2.20093204671412,1.37726034821302,-22.7307055158196,2.37946265339558e-95,1.4129180265931e-93,206.642934088705
"MRAS",-2.37723078396179,9.33438233301858,-22.7235818952006,2.66482330499565e-95,1.57779104699829e-93,206.530019540248
"RBP4",-5.52751087539632,5.92261778711112,-22.6793635572538,5.38103850371733e-95,3.17682866821767e-93,205.829440385253
"AKAIN1",-1.15934566723334,0.289709982085971,-22.6705504818408,6.1896556331116e-95,3.64371509482541e-93,205.689873949273
"SEMA3G",-2.94143692080058,8.66458201638975,-22.6695181936341,6.29198261630695e-95,3.69333970996173e-93,205.673527741843
"SVEP1",-3.50638528916634,8.6171171712968,-22.6491031622792,8.70141870049572e-95,5.09306467138158e-93,205.350318051657
"C1QTNF9B",-2.40197714724027,2.05421412255774,-22.6322179054846,1.13765304336596e-94,6.63987471407268e-93,205.083079188535
"CASP12",-1.87378185162988,1.19619036539148,-22.6294521401809,1.18870978930151e-94,6.91815589307694e-93,205.03931366557
"SHCBP1",2.62264430846728,7.30106962165148,22.6269509671969,1.23685008678669e-94,7.17793509289296e-93,204.999736893847
"SLC19A3",-5.39981899001379,5.29551115134085,-22.6160029253776,1.47155270741909e-94,8.51588383169136e-93,204.826523462729
"HSPB2",-2.80863522235319,5.88570125843311,-22.604795137955,1.75796348948576e-94,1.01446873367902e-92,204.649235180274
"TPO",-3.19036542342106,3.0290785835868,-22.6040572154042,1.77866606313868e-94,1.02353238678256e-92,204.63756372343
"CORO2B",-2.6724827899535,5.93829791076834,-22.5953956769903,2.04066065237139e-94,1.17100767855687e-92,204.500578663937
"C10orf90",-4.11772387852158,2.51516295131682,-22.5873805069948,2.31731837608098e-94,1.32604983945237e-92,204.373834850629
"PLIN1",-6.15384138969967,7.53761331918865,-22.5756925373268,2.78925254279649e-94,1.59166093570276e-92,204.189045374029
"MAB21L1",-3.23156833278728,4.34079420694534,-22.5742697825187,2.85289691846345e-94,1.62345684087895e-92,204.166553912096
"CA3",-4.56833552792145,4.26502747490927,-22.548484647028,4.29359177540428e-94,2.43652413049673e-92,203.759031043025
"ESM1",2.76129474517112,7.04162450425318,22.5479018331243,4.33343791923114e-94,2.45234279594942e-92,203.749822084402
"SPC24",2.96970860649571,3.9923583161983,22.5393323161997,4.96382542992988e-94,2.80134787210864e-92,203.6144274303
"CCNA2",2.67846236382482,8.34891451255255,22.5339706382198,5.40401234685328e-94,3.04139002575924e-92,203.529725770801
"SGK2",-3.56096081829507,3.67921262044808,-22.5217038366985,6.56334158200121e-94,3.68374289448977e-92,203.335970226345
"RBMS2",-1.25222482085884,9.66530153560234,-22.5140356135,7.41107513293947e-94,4.14817719053e-92,203.21487134953
"C9orf125",-2.31814674906802,4.93268087590418,-22.5110677968409,7.76778885681288e-94,4.33599243925528e-92,203.16800716302
"TRIM59",1.88457302398519,7.95509326178259,22.5082190833786,8.12630763986912e-94,4.52379180191192e-92,203.123026054643
"CCNF",1.68841341003433,8.97863586226284,22.4880788455837,1.11790883111375e-93,6.20636322877947e-92,202.805077807898
"PLIN4",-5.80550900166231,8.679458462936,-22.4572742833475,1.8203979019314e-93,1.00791003835045e-91,202.318997577428
"CTXN1",2.81602478643214,8.26207153140588,22.4416812553878,2.32976978227779e-93,1.28645993961571e-91,202.073050509642
"CCL16",-1.95968573618197,0.968212444738347,-22.4346625682305,2.6033452155978e-93,1.43365941093378e-91,201.96236817811
"CACHD1",-2.60862301290957,7.94756672938227,-22.4212556029394,3.21826206682574e-93,1.76754200270756e-91,201.750983952859
"HLF",-3.76838301236449,6.76936337573591,-22.3988249926927,4.58820525358423e-93,2.51320782954349e-91,201.397441173099
